data_source,feature_description,feature_name,product_line,referrer_url,url
html,View real-time forecasting on any mobile device.,Forecasting Mobile App,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Create criteria-based audiences for page variations and target audiences with pages, components, and branding sets.",Audience Targeting,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,Extend sales objects and internal CRM data and processes to external users. Automate partner onboarding.,Salesforce Automation,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,"Extend service objects to external users. Provide secure access to data, process and case management, support.",Service Objects,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,Unlimited Analytics Apps and Dashboards,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Embedded Insights in Apps and Workflows,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Content Management and Workflows,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,N/A,Mobile-Optimized Email Templates,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,Create native content and store it in the Salesforce platform. Feature content across any Community Cloud experience.,CMS for Community Cloud,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Create criteria-based audiences for page variations and target audiences with pages, components, and branding sets.",Audience Targeting,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Extend service objects to external users. Provide secure access to data, process and case management, support.",Service Objects,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,Put important — but time consuming — tasks like lead assignment and lists on autopilot. Additional Automation Rules available for purchase.,Automation Rules,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,Customize emails and forms with personalized content.,Merge Fields,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,"Build and launch innovative campaigns, promotions, and A/B testing based on consumer behavior, channel, and location — all without technical support.",Campaigns and Content Management,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,Optimize customer searches and boost conversions with merchant rules that adjust for search intent and product profitability.,Site Search and Guided Navigation,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,"Capture follow-up, notable moments, and best practices in notes.",Notes,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Share and collaborate on key files relevant to each deal.,Files,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Capture and share borrower information across lines of business. Sample templates provide a guided UI flow for borrowers and loan officers to complete mortgage applications.,Guided Residential Loan Application,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Easily personalize your team’s sales milestones with a sales path.,Customizable Sales Process,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,Get the complete view of all customer engagement in one place.,"Task Management, Activity Feed",Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,Let your partners register leads via your website with integrated web-to-lead capture.,Lead Registration,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Connect with your customers and create cases from social channels.,Social Customer Service,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Deliver service on the channels your customers prefer with our Live Agent online chat capability.,Chat (Live Agent),Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Focus on data points unique to your business.,Custom Opportunity Fields in Forecasting,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Extend standard CRM objects to external users. Provide secure access to support documentation, FAQ, and Knowledge.",Standard Objects,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,"Provide customers and partners a full view of their profiles, including activity history, contacts, and communications.",Accounts and Contacts,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,Conversational Queries,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Action Framework,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,"Use image recognition to auto-tag images in Content Builder with metadata about the image, making them more searchable and improving the relevancy of the content included in emails.",Einstein Content Tagging,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Send email messages triggered by an event, an action taken by the user, or a transactional notification.",Triggered Communications,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Extend standard CRM objects to external users. Provide secure access to support documentation, FAQ, and Knowledge.",Standard Objects,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Provide customers and partners a full view of their profiles, including activity history, contacts, and communications.",Accounts and Contacts,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Intelligent lead nurturing that adapts to your audience. Build, test, and push send with confidence.",Engagement Programs,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,Keep in touch over time with automated engagement messages.,Lead Nurturing,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,"Improve page rank, build traffic, and grow faster with SEO optimization — from product pages and categories to metadata and images.",Search Engine Optimization,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,"Minimize the risk, cost, and technical complexity of entering new international markets with our secure, borderless infrastructure.","Global Scalability, Security, and Performance",Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,"Launch and manage all your B2C ecommerce properties — brands, sites, geographies, and devices — from a single, unified framework.",Multisite Management and Localization,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,"Make transactions, profits, and revenue margins more predictable and accurate with a consolidated and real-time view of your business.",Sales Agreements,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Build apps using your company's custom data.,Custom Objects,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,"Deepen customer, employee, and partner relationships by embedding feedback loops across your various touchpoints.",Surveys,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Get a complete view of customers when they are individual people, including activity history, and service and sales engagement.",Person Accounts,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,"Boost productivity in fast-paced sales environments with everything a rep needs to close business faster, all on one screen.",Sales Console App,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,Boost agent productivity and delivery of everything an agent needs to close cases faster all on one screen.,Service Console Apps,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Deliver AI-powered contextual recommendations at the moment of maximum impact. There are 5,000 requests included monthly. More available for an extra cost.",Next Best Action,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Use opportunity splits and split types to help track the total effort of a sales team and more easily divide commissions based on participation.,Opportunity Splits,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,Model your sales territories into a logical and flexible structure that maps the right sales reps to the right customers.,Enterprise Territory Management,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Provide customers and partners with access to knowledge articles and FAQ to provide excellent self-service, fast.",Knowledge (Read-Only),Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,"Make more informed, consistent decisions with real-time custom pipeline reports and dashboards.",Customizable Reports and Dashboards,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,"Share select files and documents with customers and partners, and invite them to collaborate.",Files,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,"Collaboration, Alerts, Notifications",Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,"Mobile Ready — iOS, Android",Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Automated Workflow and Campaigns,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Use marketing automation to create, manage, and track automation of data movement, messaging, and reporting.",Automation Studio,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Provide customers and partners with access to knowledge articles and FAQ to provide excellent self-service, fast.",Knowledge (Read-Only),Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Make more informed, consistent decisions with real-time custom pipeline reports and dashboards.",Customizable Reports and Dashboards,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,Make your messaging more personal across all of your digital channels.,Advanced Dynamic Content,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,"Leverage out-of-the-box, customizable, and extensible data models for your provider, payer, or life sciences organizations built directly on the Salesforce platform.",Clinical and Insurance Data Models,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Transact around the world with a commerce platform that can support multiple languages, currencies, prices, and business processes.",Internationalization,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,Help shoppers find what they need and discover products they’ll love with embedded AI.,AI-Powered Experiences,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,Make merchandising powerful and productive with AI-powered business tools.,AI-Powered Business Tools,Salesforce B2C Commerce,https://www.salesforce.com/editions-pricing/commerce-cloud/,https://www.salesforce.com/editions-pricing/commerce-cloud/b2c/
html,Stay up-to-date on the latest press releases and news articles surrounding your accounts.,Knowledge Articles,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,"Automate workflow tasks, email alerts, automatic field updates, and much more. Set up simple or sophisticated approval automation for virtually any process.",Workflow and Approval,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Leverage prebuilt analytics dashboards embedded directly into Financial Services Cloud to review the financial accounts of clients across your entire book of business.,Client Segmentation,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Leverage flexible APIs to integrate Financial Services Cloud with core financial services systems and best-of-breed partners.,Flexible Integration Options,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Specify collaborators assigned to each deal.,Sales Teams,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,Create a calendar from any object to be able to visualize and act on important sales data.,Calendar All,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,"Automatically route inquiries to the right group or agent for faster, more accurate case resolution.",Case Management,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,Easily set up a self-service support site so your customers can find answers to their questions. Salesforce Essentials includes Help Center with up to 5 sites and does not include Lightning Bolt.,Help Center,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Help your sales teams manage contract approvals and renewals.,Contracts,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Connect customers and partners, and empower them to collaborate.",Chatter,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,Automatically provide customers and partners with the most recent content and recommend what to follow and join.,Topics and Recommendations,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,Establish roles and permissions that set object/data access for different users.,Advanced Sharing,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,Einstein Discovery Templates,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Automated Data Discovery,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Reports and Dashboards,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Advanced reporting features include cross filters, joined reports, bucketing, and history tracking.",Advanced Reporting Features,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Share select files and documents with customers and partners, and invite them to collaborate.",Files,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,Build and brand a new digital experience with a WYSIWYG interface. Choose from prebuilt or create custom components.,Lightning Community Builder,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,Track what each person interacts with across your online campaigns.,Prospect Tracking,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,N/A,Lead Deduplication,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,"Understand the care journey with a complete patient and member view, combining clinical and engagement activity on a single timeline.",Health Timeline,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,View clinical information from systems of record as well as nonclinical information like preferences and motivations.,Patient and Member Card,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,"Manage read/write permissions for different user profiles, and control which fields different users see on every record.",Custom Profiles and Permission Sets,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,View price books for your catalogue to support conversations with store managers.,Price Books,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Route hot leads to the right reps and view the impact of your marketing activities on your sales pipeline.,Lead Assignment and Routing,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Improve CRM data quality by preventing duplicates, so data is more usable, reliable, and relevant.",Duplicate Blocking,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,"Run your business from your phone — collaborate with your team, close deals, service customers, and deliver personalized marketing from anywhere.",Salesforce Mobile App,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,"Continue using the Salesforce mobile app, including creating new records, even without connectivity. Your data will sync once you’re back online.",Full Offline Mobile Functionality,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,N/A,Web and Email Case Capture,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,N/A,Work Order Management,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,N/A,Asset Management and Product Tracking,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Track and manage sales orders in one central location.,Sales Orders,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,Save your product catalogue and assign prices for every scenario.,Products and Price Books,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Provide SSO for all your digital experiences, letting customers and partners easily log in, and manage users and access.",Customer Identity Access Management,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,Build apps using your company's custom data.,Custom Objects,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,Narrative Stories and Explanations,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,N/A,Embed Real-Time Scoring in Apps and Workflow,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,"Score every subscriber’s likelihood to engage with your emails or convert on the web, and use to trigger journeys or segment audiences to deliver more relevant messages.",Einstein Engagement Scoring,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,"Connect customers and partners, and empower them to collaborate.",Chatter,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,Automatically provide customers and partners with the most recent content and recommend what to follow and join.,Topics and Recommendations,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Start quickly with packaged digital experience frameworks loaded with page layouts, components, and business processes.",Lightning Community Templates,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,"Manage your digital experience in one place, including moderation, building, content management, and administration.",Lightning Community Workspaces,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,Create native content and store it in the Salesforce platform. Feature content across any Community Cloud experience.,CMS for Community Cloud,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,Find your hottest prospects at a glance.,Lead Scoring and Grading,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,Gain insight into your prospect’s social activity.,Social Profiling and Lookups,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,Capture critical social and environmental factors about your patients and members to address barriers to healthcare and wellbeing.,Social Determinants,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Proactively identify opportunities to improve care and reduce risk for patients and members.,Care Gaps,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Address service needs and status of cases.,Cases,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Track all leads and opportunities with retail partners to maximize sales growth.,Leads and Opportunities,Consumer Goods Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/consumer-goods-cloud/
html,Generate leads with the prospecting data from your company’s website visitors.,Web-to-Lead Capture,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Easily personalize your team’s sales milestones with a sales path.,Customizable Sales Process,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,See a complete view of your entire pipeline and your business.,Collaborative Forecasting,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,View real-time forecasting on any mobile device.,Forecasting Mobile App,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,N/A,Case Milestone Tracker,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,N/A,Case Escalation Rules and Queues,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,"Make more informed, consistent decisions with real-time custom pipeline reports and dashboards.",Customizable Reports and Dashboards,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,"Advanced reporting features include cross filters, joined reports, bucketing, and history tracking.",Advanced Reporting Features,Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/service-cloud/
html,Easily create basic quotes by pulling in products and pricing to show customers. ,Quotes,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,"Make more informed, consistent decisions with real-time configurable reports and dashboards.",Customizable Reports and Dashboards,Sales Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-cloud/
html,Each edition includes a stated minimum storage to be shared by all users. Additional storage is available per-org.,Data Storage,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,"Connect external systems and data to Salesforce using APIs — REST, SOAP, and more.",API Calls/Day,Partner Relationship Management,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/partner-relationship-management/
html,N/A,One-Click Model Deployment,Einstein Analytics,https://www.salesforce.com/editions-pricing/analytics/,https://www.salesforce.com/editions-pricing/einstein-analytics/
html,Find the optimal range of message sends that maximize customer engagement while identifying over and under-messaged contacts to suppress from or retarget with marketing campaigns.,Einstein Engagement Frequency,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,N/A,A/B Testing,"Email, Mobile, and Web Marketing",https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/email/
html,Establish roles and permissions that set object/data access for different users.,Advanced Sharing,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Provide SSO for all your digital experiences, letting customers and partners easily log in, and manage users and access.",Customer Identity Access Management,Self-Service,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/self-service/
html,"Create criteria-based audiences for page variations and target audiences with pages, components, and branding sets.",Audience Targeting,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,Extend sales objects and internal CRM data and processes to external users. Automate partner onboarding.,Salesforce Automation,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,"Extend service objects to external users. Provide secure access to data, process and case management, support.",Service Objects,External Apps,https://www.salesforce.com/editions-pricing/community-cloud/,https://www.salesforce.com/editions-pricing/community-cloud/external-apps/
html,Track prospect score across multiple products or business units.,Multiple Scoring Categories,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,Understand the effectiveness of your marketing efforts.,ROI Reporting,Pardot,https://www.salesforce.com/editions-pricing/marketing-cloud/,https://www.salesforce.com/editions-pricing/marketing-cloud/pardot/
html,"See the entire patient and member care team including healthcare professionals, caregivers, and families.",Care Team and Household Map,Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Easily access an organized and customizable page with daily tasks and patients by priority.,Patient Prioritization Page (Today Page),Health Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/health-cloud/
html,Specify collaborators assigned to each deal.,Sales Teams,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Create a calendar from any object to be able to visualize and act on important sales data.,Calendar All,Financial Services Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/financial-services-cloud/
html,Focus on data points unique to your business.,Custom Opportunity Fields in Forecasting,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,Use opportunity splits and split types to help track the total effort of a sales team and more easily divide commissions based on participation.,Opportunity Splits,Manufacturing Cloud,https://www.salesforce.com/editions-pricing/industries/,https://www.salesforce.com/editions-pricing/manufacturing-cloud/
html,N/A,Case Auto-Assignment,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
html,N/A,Case Email Auto-Response,Sales and Service Cloud,https://www.salesforce.com/editions-pricing/overview/,https://www.salesforce.com/editions-pricing/sales-and-service-cloud/
